0.000000,0.301329,0.300558,0.297367,0.293882,0.310329
1.000000,0.305193,0.302401,0.298445,0.295382,0.316360
2.000000,0.307806,0.303428,0.299204,0.296514,0.310441
3.000000,0.310575,0.304299,0.299975,0.297363,0.309101
4.000000,0.310441,0.304936,0.300553,0.298007,0.305974
5.000000,0.310419,0.305874,0.301435,0.298863,0.310218
6.000000,0.308934,0.307063,0.302286,0.299587,0.308934
7.000000,0.308286,0.308046,0.303051,0.300093,0.307203
8.000000,0.307795,0.309185,0.303626,0.300473,0.306644
9.000000,0.308308,0.309375,0.304302,0.300908,0.308543
10.000000,0.307750,0.309084,0.304821,0.301273,0.307426
11.000000,0.307739,0.308336,0.305369,0.301742,0.308878
12.000000,0.308252,0.308269,0.305849,0.302226,0.309771
13.000000,0.309682,0.308738,0.306519,0.302896,0.313791
14.000000,0.310463,0.309386,0.307161,0.303497,0.312451
15.000000,0.312004,0.309877,0.307875,0.304249,0.315131
16.000000,0.313300,0.310519,0.308791,0.305031,0.315355
17.000000,0.314439,0.311346,0.309696,0.305816,0.315466
18.000000,0.314562,0.312122,0.310653,0.306458,0.314405
19.000000,0.314629,0.312546,0.310960,0.307050,0.312786
20.000000,0.314249,0.313127,0.311106,0.307590,0.313233
21.000000,0.314238,0.313769,0.311052,0.308169,0.315299
22.000000,0.313680,0.314059,0.311164,0.308586,0.312674
23.000000,0.313490,0.314026,0.311382,0.309021,0.313456
24.000000,0.313869,0.314249,0.311817,0.309524,0.314685
25.000000,0.313668,0.313959,0.311918,0.309903,0.312228
26.000000,0.313758,0.313998,0.312259,0.310527,0.315745
27.000000,0.314204,0.313942,0.312644,0.311111,0.314908
28.000000,0.314249,0.313869,0.312996,0.311725,0.313680
29.000000,0.313311,0.313590,0.313068,0.311837,0.309994
30.000000,0.311122,0.312395,0.312761,0.311535,0.301284
31.000000,0.309548,0.311653,0.312711,0.311253,0.307873
32.000000,0.309101,0.311653,0.312856,0.311327,0.312674
33.000000,0.308152,0.311200,0.312613,0.311321,0.308934
34.000000,0.308733,0.311022,0.312635,0.311552,0.312898
35.000000,0.311647,0.311385,0.312672,0.311740,0.315857
36.000000,0.312607,0.311078,0.312538,0.311865,0.312674
37.000000,0.313322,0.311212,0.312577,0.312166,0.316248
38.000000,0.309023,0.308587,0.311228,0.311526,0.287437
39.000000,0.304511,0.306622,0.310106,0.310919,0.290341
40.000000,0.300440,0.306044,0.309219,0.310522,0.295500
41.000000,0.299904,0.306256,0.308954,0.310559,0.309994
42.000000,0.301959,0.307640,0.309647,0.311117,0.326521
43.000000,0.310580,0.309801,0.310501,0.311676,0.330542
44.000000,0.319022,0.311767,0.311394,0.312346,0.332552
45.000000,0.326588,0.313514,0.312449,0.312953,0.333333
46.000000,0.331212,0.315558,0.313318,0.313544,0.333110
47.000000,0.332574,0.317266,0.314239,0.314140,0.333333
48.000000,0.334428,0.322504,0.315546,0.314987,0.339810
49.000000,0.336013,0.327518,0.317070,0.315910,0.340480
50.000000,0.336929,0.331759,0.318901,0.316733,0.337912
51.000000,0.338023,0.334618,0.320437,0.317509,0.338582
52.000000,0.339475,0.336025,0.321832,0.318439,0.340592
53.000000,0.340838,0.337633,0.323717,0.319545,0.346622
54.000000,0.340949,0.338481,0.325124,0.320423,0.341039
55.000000,0.342792,0.339860,0.326687,0.321586,0.347125
56.000000,0.343506,0.340765,0.328161,0.322467,0.342155
57.000000,0.344869,0.342172,0.329719,0.323550,0.347404
58.000000,0.343663,0.342250,0.332377,0.324447,0.340592
59.000000,0.344485,0.342717,0.335117,0.325619,0.345148
60.000000,0.343815,0.343303,0.337531,0.327035,0.343774
61.000000,0.343949,0.343728,0.339173,0.328200,0.342825
62.000000,0.342542,0.343705,0.339865,0.329123,0.340369
63.000000,0.343390,0.343527,0.340580,0.330320,0.344835
